platform,genre,number_players,rating,positive_critics,neutral_critics,negative_critics,positive_users,neutral_users,negative_users,metascore,user_score,Media_usuario,Media_meta
1,28,35,6,4,17,2,5,4,2,66,60,69.51773049645391,71.83333333333333
5,2,35,5,3,4,0,3,4,0,66,66,66.5807150595883,71.39869989165764
0,28,35,1,0,7,0,0,0,0,66,70,69.51773049645391,71.83333333333333
1,5,14,6,1,7,0,4,3,0,66,76,67.22970297029703,71.65544554455445
1,45,35,5,3,11,1,12,4,12,66,53,67.4431554524362,71.97679814385151
4,3,35,3,13,23,2,9,4,2,66,76,67.53865979381443,71.60309278350516
1,2,35,6,11,26,3,32,18,13,66,73,66.5807150595883,71.39869989165764
0,38,35,5,3,5,0,2,0,0,65,78,70.26510067114094,73.19127516778524
1,5,35,5,7,20,3,36,20,15,65,61,67.22970297029703,71.65544554455445
1,3,14,3,7,18,1,155,58,33,65,74,67.53865979381443,71.60309278350516
1,5,35,6,2,10,0,0,1,0,65,45,67.22970297029703,71.65544554455445
4,38,35,5,6,11,0,3,5,0,65,73,70.26510067114094,73.19127516778524
5,2,0,1,4,9,1,2,3,1,65,51,66.5807150595883,71.39869989165764
1,2,35,5,3,6,0,9,4,2,65,74,66.5807150595883,71.39869989165764
5,28,2,1,11,24,3,18,9,4,65,69,69.51773049645391,71.83333333333333
5,28,35,1,9,27,2,6,3,1,65,71,69.51773049645391,71.83333333333333
1,6,35,6,3,7,2,1,1,0,65,75,75.0,69.33333333333333
6,7,35,1,4,22,1,9,8,2,65,56,37.5,63.833333333333336
1,28,35,6,4,13,2,5,2,0,65,69,69.51773049645391,71.83333333333333
2,21,35,2,4,14,2,7,2,0,65,67,69.22543352601156,73.82658959537572
1,26,35,3,5,33,2,144,44,75,64,66,59.0,64.8
1,37,35,6,1,6,0,7,7,4,64,65,65.0,64.0
2,2,35,2,5,20,1,8,2,0,64,67,66.5807150595883,71.39869989165764
1,3,35,5,1,8,0,15,7,17,64,56,67.53865979381443,71.60309278350516
1,2,14,6,0,7,0,0,0,0,64,69,66.5807150595883,71.39869989165764
0,28,35,2,3,16,3,2,3,0,64,79,69.51773049645391,71.83333333333333
1,2,35,1,2,7,0,3,0,0,64,69,66.5807150595883,71.39869989165764
1,28,35,2,26,39,10,181,154,1720,64,22,69.51773049645391,71.83333333333333
4,2,35,2,2,5,2,0,1,1,64,72,66.5807150595883,71.39869989165764
2,2,32,3,6,18,1,43,20,13,64,71,66.5807150595883,71.39869989165764
1,14,35,6,2,3,2,4,5,12,64,48,65.53086419753086,70.22222222222223
1,38,35,4,1,6,0,10,4,13,63,59,70.26510067114094,73.19127516778524
5,2,14,2,22,33,9,77,61,14,63,73,66.5807150595883,71.39869989165764
1,5,35,6,2,10,0,0,0,0,63,50,67.22970297029703,71.65544554455445
1,45,35,6,1,6,0,2,3,6,63,45,67.4431554524362,71.97679814385151
0,14,35,1,3,5,2,1,4,6,63,52,65.53086419753086,70.22222222222223
1,1,14,3,0,15,0,78,35,10,63,76,77.0,65.0
1,45,35,6,2,11,2,5,1,1,63,77,67.4431554524362,71.97679814385151
1,39,35,6,1,5,1,2,2,1,62,76,68.84482758620689,73.03448275862068
1,2,35,5,2,15,0,28,10,51,62,42,66.5807150595883,71.39869989165764
1,2,35,4,2,15,2,13,5,8,62,62,66.5807150595883,71.39869989165764
1,39,35,6,3,13,2,63,23,61,62,56,68.84482758620689,73.03448275862068
0,2,35,2,1,11,2,0,1,0,62,65,66.5807150595883,71.39869989165764
1,2,35,6,4,8,1,6,5,2,62,75,66.5807150595883,71.39869989165764
1,43,35,6,2,13,1,2,4,7,62,54,63.71052631578947,68.73684210526316
0,2,35,5,6,19,2,6,5,0,62,71,66.5807150595883,71.39869989165764
0,28,0,1,3,13,3,0,1,0,62,70,69.51773049645391,71.83333333333333
0,3,35,2,6,36,2,6,2,3,62,66,67.53865979381443,71.60309278350516
1,38,14,6,1,8,0,5,7,11,62,58,70.26510067114094,73.19127516778524
1,2,35,6,6,14,4,55,14,4,62,73,66.5807150595883,71.39869989165764
1,43,35,6,1,8,3,1,2,5,62,44,63.71052631578947,68.73684210526316
1,28,14,5,3,20,1,20,15,1,62,76,69.51773049645391,71.83333333333333
1,29,14,6,2,30,3,17,7,0,62,72,66.78947368421052,72.84210526315789
1,14,35,6,1,9,0,5,3,1,61,76,65.53086419753086,70.22222222222223
4,2,35,5,0,7,1,1,0,0,61,66,66.5807150595883,71.39869989165764
1,38,35,4,0,10,2,10,6,7,61,66,70.26510067114094,73.19127516778524
1,2,35,5,3,13,1,26,11,15,61,62,66.5807150595883,71.39869989165764
1,2,35,5,1,14,0,7,4,5,61,54,66.5807150595883,71.39869989165764
1,29,35,2,3,12,0,9,3,17,61,37,66.78947368421052,72.84210526315789
1,45,35,6,4,20,2,103,39,45,61,68,67.4431554524362,71.97679814385151
1,45,15,6,2,5,2,0,1,1,61,72,67.4431554524362,71.97679814385151
4,3,35,5,5,28,5,11,5,4,61,67,67.53865979381443,71.60309278350516
1,2,35,3,8,22,5,48,37,24,61,60,66.5807150595883,71.39869989165764
1,5,14,6,0,8,1,3,1,0,61,73,67.22970297029703,71.65544554455445
1,38,14,6,6,17,4,20,22,15,61,68,70.26510067114094,73.19127516778524
1,2,0,5,4,27,2,22,5,3,61,74,66.5807150595883,71.39869989165764
5,28,3,1,8,47,5,6,18,2,61,65,69.51773049645391,71.83333333333333
6,3,6,3,8,60,9,223,100,47,60,62,67.53865979381443,71.60309278350516
1,2,35,3,0,6,1,5,1,0,60,68,66.5807150595883,71.39869989165764
1,3,35,3,2,15,2,22,27,7,60,70,67.53865979381443,71.60309278350516
5,28,35,1,1,4,2,0,0,0,60,65,69.51773049645391,71.83333333333333
0,21,0,1,9,28,9,17,25,14,59,62,69.22543352601156,73.82658959537572
1,2,14,6,1,4,2,0,0,0,59,54,66.5807150595883,71.39869989165764
2,34,35,5,5,28,6,28,39,10,59,64,72.125,76.20833333333333
1,38,35,6,1,28,3,52,31,9,59,72,70.26510067114094,73.19127516778524
1,5,35,6,1,11,2,3,1,0,59,63,67.22970297029703,71.65544554455445
0,2,2,2,10,18,6,14,22,16,59,61,66.5807150595883,71.39869989165764
1,3,35,3,0,6,1,6,5,7,59,72,67.53865979381443,71.60309278350516
1,28,35,5,1,12,0,2,2,2,59,59,69.51773049645391,71.83333333333333
0,5,35,5,2,21,3,2,2,1,58,69,67.22970297029703,71.65544554455445
5,2,35,2,0,7,2,4,2,2,58,65,66.5807150595883,71.39869989165764
2,2,35,5,2,8,1,26,10,13,58,62,66.5807150595883,71.39869989165764
1,2,2,3,0,13,3,27,14,8,58,68,66.5807150595883,71.39869989165764
1,21,14,6,0,13,1,3,5,1,58,67,69.22543352601156,73.82658959537572
1,45,35,5,1,19,2,29,21,24,58,65,67.4431554524362,71.97679814385151
1,14,14,6,1,7,1,2,2,2,58,68,65.53086419753086,70.22222222222223
1,38,15,6,4,25,9,192,37,95,58,67,70.26510067114094,73.19127516778524
1,45,35,6,2,4,1,13,3,6,58,77,67.4431554524362,71.97679814385151
0,33,35,1,3,38,6,12,24,19,57,60,62.0,61.5
4,2,35,1,0,16,2,1,1,0,57,67,66.5807150595883,71.39869989165764
1,21,14,6,4,6,6,14,2,4,57,83,69.22543352601156,73.82658959537572
1,45,35,5,2,7,3,11,1,23,56,59,67.4431554524362,71.97679814385151
4,44,35,1,0,6,1,0,0,0,56,53,59.140969162995596,72.21585903083701
1,5,35,6,10,23,12,59,8,3,56,83,67.22970297029703,71.65544554455445
4,21,35,5,1,3,3,7,4,1,55,69,69.22543352601156,73.82658959537572
1,2,0,6,0,6,1,2,0,1,55,53,66.5807150595883,71.39869989165764
6,41,35,5,2,27,10,12,5,2,55,65,67.64285714285714,70.10714285714286
1,2,35,6,3,1,6,8,1,1,55,73,66.5807150595883,71.39869989165764
5,44,2,1,0,31,8,5,4,4,55,61,59.140969162995596,72.21585903083701
1,2,35,6,0,11,2,3,0,1,55,68,66.5807150595883,71.39869989165764
2,2,35,2,9,46,28,156,79,44,54,65,66.5807150595883,71.39869989165764
1,43,35,5,3,26,12,8,18,29,54,49,63.71052631578947,68.73684210526316
1,2,35,6,1,10,5,4,5,2,54,49,66.5807150595883,71.39869989165764
1,41,35,6,0,7,3,18,5,2,53,69,67.64285714285714,70.10714285714286
1,38,35,6,0,12,3,3,1,4,53,65,70.26510067114094,73.19127516778524
1,44,35,6,0,7,3,0,1,4,53,38,59.140969162995596,72.21585903083701
1,2,35,3,1,19,11,16,8,5,53,70,66.5807150595883,71.39869989165764
6,2,35,5,1,20,7,11,17,19,53,45,66.5807150595883,71.39869989165764
1,2,35,3,0,17,7,31,31,28,52,58,66.5807150595883,71.39869989165764
1,44,35,6,0,9,4,12,5,4,52,64,59.140969162995596,72.21585903083701
1,2,35,3,1,18,8,23,11,8,52,68,66.5807150595883,71.39869989165764
1,5,35,5,0,8,4,3,1,1,52,65,67.22970297029703,71.65544554455445
5,43,35,1,0,6,4,1,0,0,51,53,63.71052631578947,68.73684210526316
1,5,35,6,0,15,4,0,1,3,50,48,67.22970297029703,71.65544554455445
0,2,35,5,1,9,4,0,2,0,50,70,66.5807150595883,71.39869989165764
5,2,35,1,0,16,6,3,5,3,49,52,66.5807150595883,71.39869989165764
0,2,35,1,0,4,3,0,1,0,49,63,66.5807150595883,71.39869989165764
1,2,0,6,0,4,4,2,0,2,49,46,66.5807150595883,71.39869989165764
6,14,35,5,4,21,21,5,1,2,48,40,65.53086419753086,70.22222222222223
4,38,35,3,0,7,12,5,3,4,48,69,70.26510067114094,73.19127516778524
0,3,35,2,0,7,8,2,2,2,48,66,67.53865979381443,71.60309278350516
1,2,35,3,0,7,5,11,6,4,48,69,66.5807150595883,71.39869989165764
1,2,35,6,1,1,5,1,1,0,47,57,66.5807150595883,71.39869989165764
1,46,35,6,0,2,5,16,10,14,47,59,59.0,47.0
0,43,14,2,0,6,8,0,5,5,47,60,63.71052631578947,68.73684210526316
1,45,35,6,1,14,13,15,13,22,45,54,67.4431554524362,71.97679814385151
1,2,9,3,1,16,23,62,82,176,45,35,66.5807150595883,71.39869989165764
1,3,35,5,1,4,13,12,24,75,43,23,67.53865979381443,71.60309278350516
1,2,35,5,0,3,6,0,1,3,43,28,66.5807150595883,71.39869989165764
2,7,6,1,0,10,15,7,3,18,43,26,37.5,63.833333333333336
1,3,14,3,0,8,13,8,16,28,41,42,67.53865979381443,71.60309278350516
1,45,0,0,0,5,7,2,0,4,41,34,67.4431554524362,71.97679814385151
4,44,35,1,0,4,7,0,0,0,41,65,59.140969162995596,72.21585903083701
1,2,35,6,0,2,5,2,1,0,40,76,66.5807150595883,71.39869989165764
5,3,35,2,0,2,5,0,2,2,40,50,67.53865979381443,71.60309278350516
1,3,35,6,1,6,14,1,3,4,39,50,67.53865979381443,71.60309278350516
1,2,35,3,0,1,12,6,12,43,38,26,66.5807150595883,71.39869989165764
6,7,6,1,0,2,12,0,3,5,36,31,37.5,63.833333333333336
1,2,35,3,0,2,15,6,5,46,34,29,66.5807150595883,71.39869989165764
1,43,35,5,0,0,24,97,66,471,33,32,63.71052631578947,68.73684210526316
0,2,14,2,0,1,6,2,0,1,30,48,66.5807150595883,71.39869989165764
1,2,35,5,0,0,7,1,0,13,26,15,66.5807150595883,71.39869989165764
6,44,35,5,0,1,38,3,4,13,23,28,59.140969162995596,72.21585903083701
1,14,35,3,0,0,9,16,4,113,16,12,65.53086419753086,70.22222222222223
6,3,24,3,14,0,0,114,15,13,97,78,67.53865979381443,71.60309278350516
2,3,24,3,66,0,0,369,71,69,97,83,67.53865979381443,71.60309278350516
2,3,32,3,68,1,0,943,53,35,95,91,67.53865979381443,71.60309278350516
5,2,26,2,76,1,0,410,38,14,92,89,66.5807150595883,71.39869989165764
5,3,14,3,78,2,0,186,5,7,91,89,67.53865979381443,71.60309278350516
1,5,35,6,7,0,0,11,3,1,91,66,67.22970297029703,71.65544554455445
1,4,26,5,36,0,0,276,65,152,91,72,74.72,82.12
2,4,26,3,63,0,0,131,20,19,90,79,74.72,82.12
2,34,14,2,16,0,0,95,5,3,90,84,72.125,76.20833333333333
4,41,35,2,10,0,0,13,3,6,90,72,67.64285714285714,70.10714285714286
2,2,0,1,17,0,0,24,20,9,90,63,66.5807150595883,71.39869989165764
0,34,14,1,9,0,0,50,4,1,90,83,72.125,76.20833333333333
5,2,35,2,9,0,0,19,1,0,90,77,66.5807150595883,71.39869989165764
1,44,35,6,8,0,0,14,0,1,89,72,59.140969162995596,72.21585903083701
2,21,26,3,42,1,0,300,89,53,89,74,69.22543352601156,73.82658959537572
2,3,32,2,14,0,0,43,12,8,89,65,67.53865979381443,71.60309278350516
5,14,17,1,80,2,0,386,41,10,88,89,65.53086419753086,70.22222222222223
2,23,35,3,15,0,0,62,7,8,88,77,70.64,71.84
5,34,35,1,22,2,0,51,4,1,88,84,72.125,76.20833333333333
6,3,32,2,14,0,0,38,9,9,88,67,67.53865979381443,71.60309278350516
6,2,35,2,7,0,0,21,3,3,88,70,66.5807150595883,71.39869989165764
1,10,6,5,42,0,0,130,94,243,88,61,63.5,78.5
2,2,35,2,30,0,0,31,8,2,87,76,66.5807150595883,71.39869989165764
6,16,14,3,12,0,0,128,23,8,87,80,73.25925925925925,76.14814814814815
1,18,14,3,9,0,0,17,1,2,87,88,64.6923076923077,70.6923076923077
1,28,35,6,8,0,0,17,5,3,87,70,69.51773049645391,71.83333333333333
5,14,35,1,7,0,0,36,2,4,87,90,65.53086419753086,70.22222222222223
1,2,14,2,16,0,0,16,3,2,87,68,66.5807150595883,71.39869989165764
2,2,35,2,30,1,0,54,6,9,87,70,66.5807150595883,71.39869989165764
1,4,35,3,73,2,0,156,69,134,87,66,74.72,82.12
1,4,6,3,56,3,0,369,59,42,87,87,74.72,82.12
1,38,13,5,47,2,0,158,42,192,87,59,70.26510067114094,73.19127516778524
1,2,14,6,14,0,0,15,2,2,86,73,66.5807150595883,71.39869989165764
2,2,35,2,36,2,0,18,12,7,86,69,66.5807150595883,71.39869989165764
4,28,14,5,13,1,0,32,2,0,86,90,69.51773049645391,71.83333333333333
6,41,17,3,66,2,0,515,180,86,86,67,67.64285714285714,70.10714285714286
1,23,14,6,9,1,0,86,7,8,86,84,70.64,71.84
1,41,35,3,28,1,0,188,142,136,86,62,67.64285714285714,70.10714285714286
6,38,26,3,17,1,0,41,6,3,86,78,70.26510067114094,73.19127516778524
6,29,32,3,16,2,0,51,9,7,86,77,66.78947368421052,72.84210526315789
6,14,17,6,81,3,1,183,8,10,86,83,65.53086419753086,70.22222222222223
5,2,35,3,18,0,0,36,2,1,86,88,66.5807150595883,71.39869989165764
2,16,31,5,33,2,0,43,11,17,86,73,73.25925925925925,76.14814814814815
2,2,35,2,9,1,0,2,1,0,86,73,66.5807150595883,71.39869989165764
1,39,14,2,54,3,0,91,13,3,85,86,68.84482758620689,73.03448275862068
1,38,35,6,37,1,0,57,13,6,85,81,70.26510067114094,73.19127516778524
1,32,26,3,40,5,0,512,294,644,85,59,74.33333333333333,82.0
0,13,14,5,64,3,0,89,21,17,85,85,77.66666666666667,75.33333333333333
4,2,0,2,6,1,0,5,3,2,85,78,66.5807150595883,71.39869989165764
1,38,14,3,43,5,0,249,41,15,85,86,70.26510067114094,73.19127516778524
6,21,26,3,24,4,0,98,30,30,85,70,69.22543352601156,73.82658959537572
0,17,26,2,71,5,0,201,38,14,85,86,68.0,79.0
1,34,35,1,44,2,0,65,9,4,85,80,72.125,76.20833333333333
1,14,15,1,16,1,0,57,8,10,85,84,65.53086419753086,70.22222222222223
1,21,14,5,23,1,0,46,10,4,85,82,69.22543352601156,73.82658959537572
1,2,15,5,17,0,0,24,4,1,85,79,66.5807150595883,71.39869989165764
6,28,18,3,60,8,1,225,53,80,85,74,69.51773049645391,71.83333333333333
2,48,35,1,13,1,0,16,0,1,85,73,60.875,70.5
2,2,0,2,21,1,0,26,6,1,85,77,66.5807150595883,71.39869989165764
2,2,32,1,23,2,0,7,2,0,85,75,66.5807150595883,71.39869989165764
2,2,16,3,75,8,0,236,106,28,85,77,66.5807150595883,71.39869989165764
5,2,35,5,10,0,0,11,1,0,85,88,66.5807150595883,71.39869989165764
2,29,32,3,50,4,0,147,27,15,85,81,66.78947368421052,72.84210526315789
1,16,14,3,14,3,0,270,90,40,84,79,73.25925925925925,76.14814814814815
2,16,14,3,77,8,0,395,91,42,84,80,73.25925925925925,76.14814814814815
2,2,35,5,29,4,0,17,1,0,84,79,66.5807150595883,71.39869989165764
4,2,35,1,35,3,0,10,3,1,84,72,66.5807150595883,71.39869989165764
1,28,35,6,9,1,0,4,6,5,84,62,69.51773049645391,71.83333333333333
1,28,35,3,41,2,0,43,5,4,84,84,69.51773049645391,71.83333333333333
2,2,35,2,12,1,0,0,1,2,84,60,66.5807150595883,71.39869989165764
1,2,35,3,28,0,0,18,5,0,84,76,66.5807150595883,71.39869989165764
4,21,35,5,15,1,0,1,0,1,84,72,69.22543352601156,73.82658959537572
1,45,35,6,7,2,0,1,0,0,84,85,67.4431554524362,71.97679814385151
5,2,35,2,7,0,0,29,5,0,84,85,66.5807150595883,71.39869989165764
6,2,35,3,17,2,0,34,3,5,84,79,66.5807150595883,71.39869989165764
2,34,35,5,44,6,0,26,13,2,84,78,72.125,76.20833333333333
4,3,26,2,7,1,0,11,1,0,84,75,67.53865979381443,71.60309278350516
1,16,35,3,27,6,0,35,3,1,84,88,73.25925925925925,76.14814814814815
1,45,35,6,8,0,0,55,8,5,84,78,67.4431554524362,71.97679814385151
1,38,35,5,17,1,0,178,20,44,83,82,70.26510067114094,73.19127516778524
0,38,14,3,50,6,0,20,6,6,83,52,70.26510067114094,73.19127516778524
1,21,35,6,13,1,0,8,0,0,83,77,69.22543352601156,73.82658959537572
0,3,35,5,7,1,0,11,0,0,83,75,67.53865979381443,71.60309278350516
2,38,35,5,51,6,0,79,11,7,83,82,70.26510067114094,73.19127516778524
1,2,14,6,57,5,0,106,21,12,83,84,66.5807150595883,71.39869989165764
2,2,14,3,27,3,0,53,16,2,83,79,66.5807150595883,71.39869989165764
2,2,35,2,24,4,0,12,8,2,83,76,66.5807150595883,71.39869989165764
1,2,14,3,26,1,0,78,23,18,83,80,66.5807150595883,71.39869989165764
1,38,14,5,29,5,1,93,19,8,83,83,70.26510067114094,73.19127516778524
4,38,6,2,14,0,0,13,4,2,83,79,70.26510067114094,73.19127516778524
2,2,19,3,35,4,0,166,110,118,83,57,66.5807150595883,71.39869989165764
2,44,35,1,17,0,0,30,7,5,83,76,59.140969162995596,72.21585903083701
2,44,16,1,45,5,0,43,19,21,83,69,59.140969162995596,72.21585903083701
1,2,14,2,6,1,0,30,0,1,83,83,66.5807150595883,71.39869989165764
0,38,26,1,55,6,0,82,16,9,83,87,70.26510067114094,73.19127516778524
4,2,35,1,14,3,0,10,7,0,83,74,66.5807150595883,71.39869989165764
5,2,35,2,11,2,0,7,5,0,83,80,66.5807150595883,71.39869989165764
1,34,35,6,30,2,0,30,7,3,83,80,72.125,76.20833333333333
1,29,15,6,11,2,0,14,4,4,83,77,66.78947368421052,72.84210526315789
0,2,6,5,47,5,0,7,3,1,83,90,66.5807150595883,71.39869989165764
5,34,14,1,65,12,0,138,10,3,83,89,72.125,76.20833333333333
1,2,35,2,7,1,0,3,1,2,83,73,66.5807150595883,71.39869989165764
2,2,35,2,6,1,0,1,0,1,83,60,66.5807150595883,71.39869989165764
1,38,35,6,11,1,0,6,3,0,82,78,70.26510067114094,73.19127516778524
0,38,26,1,47,5,0,48,6,3,82,88,70.26510067114094,73.19127516778524
6,2,35,2,28,4,0,31,7,2,82,76,66.5807150595883,71.39869989165764
6,14,35,2,16,3,0,2,1,2,82,73,65.53086419753086,70.22222222222223
6,2,35,1,25,2,0,5,3,1,82,77,66.5807150595883,71.39869989165764
5,2,35,5,18,3,0,3,2,0,82,83,66.5807150595883,71.39869989165764
2,2,21,1,50,6,0,58,14,27,82,71,66.5807150595883,71.39869989165764
6,44,35,1,27,6,0,21,26,45,82,54,59.140969162995596,72.21585903083701
6,28,35,3,7,1,0,7,3,0,82,82,69.51773049645391,71.83333333333333
0,34,35,5,16,2,0,10,0,0,82,85,72.125,76.20833333333333
2,44,35,2,17,4,0,4,2,2,82,63,59.140969162995596,72.21585903083701
1,45,15,6,34,3,0,81,22,13,82,79,67.4431554524362,71.97679814385151
1,21,14,6,13,0,1,3,0,0,82,73,69.22543352601156,73.82658959537572
1,16,35,3,31,7,0,21,2,1,82,86,73.25925925925925,76.14814814814815
5,35,35,1,8,1,0,4,1,0,82,85,67.04629629629629,73.27777777777777
6,44,16,1,8,1,0,16,3,18,82,62,59.140969162995596,72.21585903083701
2,2,35,2,41,5,0,70,18,5,82,80,66.5807150595883,71.39869989165764
1,44,35,1,8,1,0,18,13,83,82,43,59.140969162995596,72.21585903083701
1,21,35,2,16,4,0,2,2,1,82,69,69.22543352601156,73.82658959537572
1,28,14,3,56,10,0,96,53,17,82,80,69.51773049645391,71.83333333333333
4,38,26,3,23,1,0,22,2,0,82,85,70.26510067114094,73.19127516778524
6,2,16,3,14,1,0,55,25,7,82,76,66.5807150595883,71.39869989165764
1,16,35,6,6,2,0,10,0,1,82,86,73.25925925925925,76.14814814814815
1,38,35,5,17,2,0,9,9,4,82,74,70.26510067114094,73.19127516778524
4,16,14,5,28,4,0,9,1,0,82,81,73.25925925925925,76.14814814814815
2,2,35,2,15,3,0,17,8,3,82,73,66.5807150595883,71.39869989165764
1,2,35,6,9,2,0,8,2,0,82,77,66.5807150595883,71.39869989165764
1,44,35,6,6,2,0,13,12,25,82,56,59.140969162995596,72.21585903083701
2,44,21,1,40,7,0,73,72,123,82,57,59.140969162995596,72.21585903083701
2,2,35,1,8,0,0,8,7,5,82,72,66.5807150595883,71.39869989165764
1,39,15,5,45,6,1,249,54,60,82,75,68.84482758620689,73.03448275862068
1,21,14,6,54,10,0,48,11,13,82,77,69.22543352601156,73.82658959537572
0,35,35,1,14,2,0,1,0,0,81,74,67.04629629629629,73.27777777777777
1,21,1,6,35,8,0,14,9,6,81,68,69.22543352601156,73.82658959537572
6,2,35,1,22,4,0,5,0,0,81,74,66.5807150595883,71.39869989165764
2,44,35,1,34,3,0,32,23,19,81,61,59.140969162995596,72.21585903083701
1,39,14,6,31,7,0,19,8,8,81,74,68.84482758620689,73.03448275862068
1,21,35,3,32,7,0,27,10,2,81,83,69.22543352601156,73.82658959537572
1,38,35,6,9,1,0,173,21,26,81,82,70.26510067114094,73.19127516778524
1,21,14,3,20,3,0,277,60,46,81,82,69.22543352601156,73.82658959537572
6,2,19,3,45,8,0,118,62,96,81,55,66.5807150595883,71.39869989165764
1,3,14,3,32,9,0,328,53,37,81,84,67.53865979381443,71.60309278350516
0,28,35,5,29,5,0,11,2,1,81,85,69.51773049645391,71.83333333333333
4,2,35,5,8,0,0,1,0,2,81,72,66.5807150595883,71.39869989165764
5,2,14,1,67,11,0,70,6,3,81,86,66.5807150595883,71.39869989165764
0,21,14,2,48,10,0,9,2,1,81,81,69.22543352601156,73.82658959537572
1,45,35,3,34,4,0,5,1,8,81,62,67.4431554524362,71.97679814385151
1,21,35,3,31,9,0,37,10,6,81,85,69.22543352601156,73.82658959537572
6,21,32,3,72,17,0,249,41,24,81,78,69.22543352601156,73.82658959537572
1,21,35,6,19,2,0,10,5,7,81,68,69.22543352601156,73.82658959537572
1,45,35,2,65,12,1,69,113,141,81,55,67.4431554524362,71.97679814385151
4,2,35,5,7,3,0,10,0,1,81,80,66.5807150595883,71.39869989165764
1,32,14,3,53,12,0,169,53,51,81,73,74.33333333333333,82.0
1,45,15,6,25,6,0,22,19,16,81,66,67.4431554524362,71.97679814385151
6,34,35,5,12,4,0,30,5,1,81,81,72.125,76.20833333333333
4,2,14,3,44,6,0,14,1,0,81,88,66.5807150595883,71.39869989165764
1,21,35,6,20,4,0,31,7,3,81,82,69.22543352601156,73.82658959537572
4,2,35,5,7,1,0,7,1,0,81,85,66.5807150595883,71.39869989165764
5,2,35,5,10,1,0,4,2,0,81,75,66.5807150595883,71.39869989165764
1,45,35,6,5,3,0,2,5,4,81,77,67.4431554524362,71.97679814385151
1,45,35,3,26,3,0,19,3,4,80,69,67.4431554524362,71.97679814385151
2,29,32,3,64,16,0,380,233,162,80,64,66.78947368421052,72.84210526315789
1,3,14,3,18,2,0,39,12,10,80,76,67.53865979381443,71.60309278350516
1,14,35,2,11,1,0,5,6,7,80,69,65.53086419753086,70.22222222222223
6,2,35,5,30,6,0,7,3,1,80,66,66.5807150595883,71.39869989165764
1,38,14,5,59,15,0,89,42,28,80,80,70.26510067114094,73.19127516778524
2,2,35,1,10,2,0,8,7,4,80,60,66.5807150595883,71.39869989165764
6,14,35,2,24,4,0,22,9,9,80,71,65.53086419753086,70.22222222222223
1,39,35,5,46,8,0,522,84,247,80,67,68.84482758620689,73.03448275862068
6,2,35,3,11,3,0,12,2,2,80,79,66.5807150595883,71.39869989165764
4,28,35,2,27,3,0,14,0,0,80,78,69.51773049645391,71.83333333333333
4,3,14,3,48,6,1,24,7,1,80,87,67.53865979381443,71.60309278350516
2,28,35,3,12,3,0,11,3,2,80,79,69.51773049645391,71.83333333333333
1,38,35,6,11,2,0,13,3,1,80,73,70.26510067114094,73.19127516778524
1,2,35,3,15,2,0,130,78,66,80,68,66.5807150595883,71.39869989165764
1,2,14,6,8,1,0,6,0,0,80,65,66.5807150595883,71.39869989165764
2,2,35,2,7,2,0,3,0,1,80,52,66.5807150595883,71.39869989165764
1,21,35,1,35,10,0,5,7,0,80,68,69.22543352601156,73.82658959537572
0,21,14,1,54,14,0,54,5,0,80,87,69.22543352601156,73.82658959537572
1,45,35,5,29,6,0,90,21,13,80,80,67.4431554524362,71.97679814385151
2,39,14,5,69,20,1,501,131,43,80,80,68.84482758620689,73.03448275862068
6,44,35,1,16,3,0,19,12,10,80,62,59.140969162995596,72.21585903083701
1,44,35,6,28,8,0,8,11,19,80,61,59.140969162995596,72.21585903083701
1,41,35,3,25,8,1,46,13,7,80,85,67.64285714285714,70.10714285714286
1,38,35,3,9,2,0,101,34,292,80,37,70.26510067114094,73.19127516778524
5,28,35,1,30,7,0,6,0,0,80,80,69.51773049645391,71.83333333333333
2,21,35,3,60,13,0,215,31,16,79,81,69.22543352601156,73.82658959537572
1,45,15,6,22,7,0,23,8,4,79,77,67.4431554524362,71.97679814385151
6,23,35,3,15,8,1,53,16,17,79,74,70.64,71.84
1,34,14,5,21,7,0,67,12,4,79,86,72.125,76.20833333333333
1,2,35,1,7,2,0,2,2,0,79,62,66.5807150595883,71.39869989165764
2,2,26,1,54,24,0,75,31,17,79,72,66.5807150595883,71.39869989165764
2,3,14,3,39,10,1,190,35,14,79,82,67.53865979381443,71.60309278350516
0,21,14,5,55,13,1,13,6,0,79,83,69.22543352601156,73.82658959537572
2,14,26,2,41,9,1,22,17,12,79,71,65.53086419753086,70.22222222222223
1,3,14,3,25,8,0,27,9,8,79,81,67.53865979381443,71.60309278350516
4,44,35,1,45,9,1,5,4,0,79,78,59.140969162995596,72.21585903083701
1,5,35,6,8,2,0,6,1,0,79,76,67.22970297029703,71.65544554455445
5,2,35,1,11,4,0,3,3,0,79,81,66.5807150595883,71.39869989165764
6,21,14,3,15,3,0,77,13,3,79,78,69.22543352601156,73.82658959537572
6,2,21,1,6,3,0,8,3,2,79,68,66.5807150595883,71.39869989165764
5,21,35,1,17,8,0,4,2,1,79,77,69.22543352601156,73.82658959537572
4,38,35,5,8,4,0,4,2,1,79,79,70.26510067114094,73.19127516778524
1,38,35,6,12,3,0,5,3,2,79,76,70.26510067114094,73.19127516778524
6,45,35,2,5,3,0,2,2,1,78,70,67.4431554524362,71.97679814385151
