platform,genre,number_players,rating,positive_critics,neutral_critics,negative_critics,positive_users,neutral_users,negative_users,metascore,user_score,Media_usuario,Media_meta
1,5,14,6,9,2,0,1,1,1,78,71,67.22970297029703,71.65544554455445
6,3,35,3,18,6,0,66,12,5,78,79,67.53865979381443,71.60309278350516
1,21,35,3,27,13,0,45,6,3,78,84,69.22543352601156,73.82658959537572
1,2,35,3,15,2,1,69,42,151,78,46,66.5807150595883,71.39869989165764
2,2,35,5,6,2,0,1,1,0,78,66,66.5807150595883,71.39869989165764
5,45,35,5,9,2,0,0,2,0,78,64,67.4431554524362,71.97679814385151
1,2,14,3,5,2,0,19,2,0,78,87,66.5807150595883,71.39869989165764
1,44,35,1,8,4,0,2,2,1,78,65,59.140969162995596,72.21585903083701
1,3,14,2,6,4,0,15,4,0,78,75,67.53865979381443,71.60309278350516
0,44,26,1,56,17,0,17,4,0,78,81,59.140969162995596,72.21585903083701
2,3,35,5,26,10,0,40,15,16,78,71,67.53865979381443,71.60309278350516
6,3,32,3,11,4,0,82,62,32,78,59,67.53865979381443,71.60309278350516
1,28,14,4,6,1,0,6,0,0,78,71,69.51773049645391,71.83333333333333
6,2,35,2,18,4,0,3,0,0,78,71,66.5807150595883,71.39869989165764
1,14,35,1,24,11,0,25,15,26,78,63,65.53086419753086,70.22222222222223
1,21,35,3,28,11,0,15,5,0,78,81,69.22543352601156,73.82658959537572
1,45,35,6,9,3,0,2,2,3,78,65,67.4431554524362,71.97679814385151
2,2,35,2,34,12,0,4,1,2,78,56,66.5807150595883,71.39869989165764
1,21,35,2,9,2,0,21,8,10,78,77,69.22543352601156,73.82658959537572
1,45,35,6,15,3,1,27,5,10,78,79,67.4431554524362,71.97679814385151
0,44,35,2,8,7,0,3,0,0,78,79,59.140969162995596,72.21585903083701
1,2,14,6,11,2,0,3,2,2,78,68,66.5807150595883,71.39869989165764
1,3,14,6,5,3,0,76,31,42,78,71,67.53865979381443,71.60309278350516
2,23,35,3,24,9,0,96,26,4,78,78,70.64,71.84
2,2,35,3,13,5,0,14,7,1,77,73,66.5807150595883,71.39869989165764
1,5,14,3,20,12,0,21,6,1,77,77,67.22970297029703,71.65544554455445
2,34,35,5,33,15,0,84,11,3,77,83,72.125,76.20833333333333
1,45,14,6,6,2,0,9,5,0,77,77,67.4431554524362,71.97679814385151
1,38,35,5,24,12,0,25,13,10,77,76,70.26510067114094,73.19127516778524
0,2,35,2,16,4,0,7,0,2,77,81,66.5807150595883,71.39869989165764
4,28,35,1,13,5,0,1,1,1,77,70,69.51773049645391,71.83333333333333
1,39,35,6,5,2,0,14,1,3,77,77,68.84482758620689,73.03448275862068
1,2,14,2,11,5,0,60,21,10,77,81,66.5807150595883,71.39869989165764
1,28,35,3,10,8,0,218,176,422,77,48,69.51773049645391,71.83333333333333
0,28,35,1,3,4,0,0,0,0,77,74,69.51773049645391,71.83333333333333
6,30,35,2,34,14,0,12,0,0,77,74,74.0,77.0
2,16,35,2,24,14,0,19,12,3,77,71,73.25925925925925,76.14814814814815
2,3,35,3,22,12,0,27,15,8,77,73,67.53865979381443,71.60309278350516
0,38,35,5,6,3,0,4,1,0,77,79,70.26510067114094,73.19127516778524
2,2,6,5,17,5,0,4,1,0,77,66,66.5807150595883,71.39869989165764
5,35,35,1,6,2,0,1,0,0,77,85,67.04629629629629,73.27777777777777
2,45,6,2,7,2,0,2,2,0,77,73,67.4431554524362,71.97679814385151
6,2,35,3,30,13,0,37,11,7,76,72,66.5807150595883,71.39869989165764
2,2,25,5,11,6,0,24,12,32,76,59,66.5807150595883,71.39869989165764
2,41,18,5,60,34,1,775,498,553,76,61,67.64285714285714,70.10714285714286
2,2,35,1,7,3,0,2,3,0,76,72,66.5807150595883,71.39869989165764
1,43,35,5,8,3,0,0,0,0,76,66,63.71052631578947,68.73684210526316
1,2,14,6,7,4,0,2,0,0,76,75,66.5807150595883,71.39869989165764
0,28,35,1,15,7,0,3,1,0,76,78,69.51773049645391,71.83333333333333
6,16,35,2,16,10,0,9,3,1,76,70,73.25925925925925,76.14814814814815
2,2,35,1,5,3,1,6,9,1,76,61,66.5807150595883,71.39869989165764
1,2,14,6,12,5,0,9,6,4,76,72,66.5807150595883,71.39869989165764
6,21,35,2,44,21,0,85,11,6,76,75,69.22543352601156,73.82658959537572
2,2,6,5,18,13,0,12,1,0,76,76,66.5807150595883,71.39869989165764
1,16,35,3,26,17,0,32,9,2,76,83,73.25925925925925,76.14814814814815
1,2,35,2,11,5,0,5,2,1,76,72,66.5807150595883,71.39869989165764
4,28,35,2,14,8,1,14,5,2,76,79,69.51773049645391,71.83333333333333
1,47,35,2,12,7,0,3,7,3,76,69,66.66666666666667,77.66666666666667
1,5,35,6,7,1,1,0,0,0,76,69,67.22970297029703,71.65544554455445
5,2,14,5,52,27,2,152,28,9,76,83,66.5807150595883,71.39869989165764
5,3,35,5,5,2,0,0,0,0,76,80,67.53865979381443,71.60309278350516
5,2,35,1,5,2,0,2,2,0,76,82,66.5807150595883,71.39869989165764
6,3,35,3,8,5,0,15,15,24,76,55,67.53865979381443,71.60309278350516
4,38,35,5,23,12,0,13,5,0,76,81,70.26510067114094,73.19127516778524
2,3,35,3,6,3,0,5,1,1,76,73,67.53865979381443,71.60309278350516
1,2,35,3,37,18,0,70,79,57,75,63,66.5807150595883,71.39869989165764
2,6,6,1,10,4,0,13,6,3,75,71,75.0,69.33333333333333
2,2,22,2,16,6,1,37,5,5,75,75,66.5807150595883,71.39869989165764
1,45,14,6,7,6,0,8,3,1,75,77,67.4431554524362,71.97679814385151
2,21,35,2,29,28,0,3,3,3,75,63,69.22543352601156,73.82658959537572
2,3,14,3,40,30,0,136,92,78,75,63,67.53865979381443,71.60309278350516
1,50,35,5,31,19,1,27,24,26,75,70,48.25,65.5
1,21,35,6,25,17,1,20,9,2,75,77,69.22543352601156,73.82658959537572
1,2,14,6,11,7,0,15,9,5,75,68,66.5807150595883,71.39869989165764
0,44,35,6,9,5,0,1,0,0,75,71,59.140969162995596,72.21585903083701
6,2,35,3,7,6,0,3,0,1,75,62,66.5807150595883,71.39869989165764
4,2,35,1,4,3,0,0,0,0,75,71,66.5807150595883,71.39869989165764
1,28,35,6,15,10,0,1,2,1,75,61,69.51773049645391,71.83333333333333
6,41,18,5,7,4,0,246,182,204,75,55,67.64285714285714,70.10714285714286
0,38,35,1,9,2,2,3,0,0,75,77,70.26510067114094,73.19127516778524
2,2,35,5,9,3,0,16,14,10,75,67,66.5807150595883,71.39869989165764
2,23,14,3,42,22,1,208,70,68,75,75,70.64,71.84
1,14,14,3,7,1,1,2,0,0,75,77,65.53086419753086,70.22222222222223
1,2,14,6,11,9,0,1,2,1,75,69,66.5807150595883,71.39869989165764
6,3,35,3,11,7,0,10,4,2,75,78,67.53865979381443,71.60309278350516
1,16,35,3,16,13,0,16,3,2,75,82,73.25925925925925,76.14814814814815
1,28,14,1,9,11,0,2,1,1,75,65,69.51773049645391,71.83333333333333
1,2,35,3,28,13,3,26,17,13,75,73,66.5807150595883,71.39869989165764
2,45,35,5,8,7,0,0,0,1,74,69,67.4431554524362,71.97679814385151
2,2,26,5,24,16,0,8,11,4,74,66,66.5807150595883,71.39869989165764
2,2,35,3,19,10,0,25,17,6,74,71,66.5807150595883,71.39869989165764
0,44,35,6,11,8,0,2,0,0,74,76,59.140969162995596,72.21585903083701
2,45,29,5,4,3,0,7,5,2,74,70,67.4431554524362,71.97679814385151
1,5,35,6,21,16,1,10,6,0,74,77,67.22970297029703,71.65544554455445
2,45,6,5,8,4,0,0,2,0,74,58,67.4431554524362,71.97679814385151
1,38,14,6,7,8,0,7,2,2,74,71,70.26510067114094,73.19127516778524
6,2,35,5,9,10,0,5,4,2,74,67,66.5807150595883,71.39869989165764
5,2,35,1,4,2,1,0,1,0,74,80,66.5807150595883,71.39869989165764
2,38,35,2,3,4,0,1,4,1,74,66,70.26510067114094,73.19127516778524
1,52,35,5,3,4,0,84,23,64,74,60,60.0,74.0
1,38,13,6,6,3,0,17,0,1,74,73,70.26510067114094,73.19127516778524
0,34,35,1,5,8,0,3,0,2,74,77,72.125,76.20833333333333
6,2,35,3,10,4,0,6,4,2,74,76,66.5807150595883,71.39869989165764
6,3,35,2,15,10,0,4,3,2,74,70,67.53865979381443,71.60309278350516
2,5,35,3,20,16,0,22,6,3,73,72,67.22970297029703,71.65544554455445
1,34,14,6,10,7,0,2,2,0,73,72,72.125,76.20833333333333
5,2,35,5,3,4,0,2,0,0,73,72,66.5807150595883,71.39869989165764
6,21,35,2,17,9,0,15,9,6,73,69,69.22543352601156,73.82658959537572
1,2,35,6,8,6,0,11,3,3,73,75,66.5807150595883,71.39869989165764
6,2,35,3,6,4,0,5,12,4,73,47,66.5807150595883,71.39869989165764
1,3,35,3,6,6,0,20,5,3,73,79,67.53865979381443,71.60309278350516
5,28,35,1,20,16,0,3,0,1,73,80,69.51773049645391,71.83333333333333
6,2,35,1,9,5,0,8,3,0,73,76,66.5807150595883,71.39869989165764
1,45,35,6,8,9,0,12,6,1,73,76,67.4431554524362,71.97679814385151
0,2,35,1,9,7,1,1,0,0,73,71,66.5807150595883,71.39869989165764
1,45,14,6,6,7,0,5,3,5,73,63,67.4431554524362,71.97679814385151
5,2,35,1,5,2,1,0,0,0,73,70,66.5807150595883,71.39869989165764
0,38,14,2,33,17,1,61,8,4,73,84,70.26510067114094,73.19127516778524
2,2,35,2,13,11,1,14,26,5,73,66,66.5807150595883,71.39869989165764
4,38,35,5,24,15,0,39,10,7,73,83,70.26510067114094,73.19127516778524
2,14,35,1,16,12,0,1,1,0,73,65,65.53086419753086,70.22222222222223
2,2,35,1,11,6,1,6,3,4,73,56,66.5807150595883,71.39869989165764
1,2,14,6,8,6,0,2,2,5,73,53,66.5807150595883,71.39869989165764
1,2,35,5,8,9,0,2,3,2,73,56,66.5807150595883,71.39869989165764
1,38,14,3,14,22,0,66,32,34,73,69,70.26510067114094,73.19127516778524
2,3,14,2,20,23,0,10,4,4,73,69,67.53865979381443,71.60309278350516
1,21,35,6,11,11,0,14,0,2,73,77,69.22543352601156,73.82658959537572
1,45,35,6,12,9,1,10,3,2,73,72,67.4431554524362,71.97679814385151
1,21,35,6,17,14,1,106,47,13,73,81,69.22543352601156,73.82658959537572
1,2,35,6,14,10,0,16,12,2,73,72,66.5807150595883,71.39869989165764
1,21,14,6,14,11,1,5,9,0,73,72,69.22543352601156,73.82658959537572
6,2,35,5,4,4,0,2,3,1,73,70,66.5807150595883,71.39869989165764
6,3,35,2,9,10,0,2,2,0,73,47,67.53865979381443,71.60309278350516
2,3,35,5,31,39,0,56,29,2,73,74,67.53865979381443,71.60309278350516
4,3,35,3,14,14,0,14,4,5,73,75,67.53865979381443,71.60309278350516
1,21,14,6,3,4,0,2,3,0,73,64,69.22543352601156,73.82658959537572
4,2,35,2,7,7,0,1,2,0,73,69,66.5807150595883,71.39869989165764
1,5,35,6,11,18,0,3,2,2,72,76,67.22970297029703,71.65544554455445
5,2,35,1,8,5,0,11,2,0,72,80,66.5807150595883,71.39869989165764
1,28,35,6,7,4,0,3,0,0,72,67,69.51773049645391,71.83333333333333
1,45,35,6,5,4,0,5,0,4,72,69,67.4431554524362,71.97679814385151
4,2,0,5,4,4,0,2,0,0,72,80,66.5807150595883,71.39869989165764
6,2,35,5,17,14,0,3,2,0,72,59,66.5807150595883,71.39869989165764
2,2,32,2,4,4,0,3,4,6,72,57,66.5807150595883,71.39869989165764
2,2,26,3,14,9,0,2,0,0,72,67,66.5807150595883,71.39869989165764
5,3,35,5,4,5,0,1,2,0,72,75,67.53865979381443,71.60309278350516
1,5,35,6,11,9,0,2,1,0,72,76,67.22970297029703,71.65544554455445
1,21,14,1,8,8,0,2,2,1,72,68,69.22543352601156,73.82658959537572
0,2,35,1,6,3,1,2,1,0,72,69,66.5807150595883,71.39869989165764
1,2,35,2,8,9,0,8,2,0,72,77,66.5807150595883,71.39869989165764
2,22,14,2,24,23,0,7,4,2,72,66,63.666666666666664,67.38888888888889
6,5,35,3,2,5,0,3,6,2,72,67,67.22970297029703,71.65544554455445
1,2,14,5,10,13,0,4,2,0,72,70,66.5807150595883,71.39869989165764
6,3,26,6,34,23,2,80,69,94,72,42,67.53865979381443,71.60309278350516
1,2,14,6,6,6,0,0,1,0,72,76,66.5807150595883,71.39869989165764
5,2,35,5,10,9,0,6,2,0,72,75,66.5807150595883,71.39869989165764
1,45,14,5,8,4,1,8,2,1,72,73,67.4431554524362,71.97679814385151
1,2,35,2,14,14,2,4,7,5,72,63,66.5807150595883,71.39869989165764
1,2,35,2,18,23,0,7,2,2,72,68,66.5807150595883,71.39869989165764
0,2,35,1,4,3,1,0,0,0,72,75,66.5807150595883,71.39869989165764
2,28,35,1,6,6,0,1,2,2,72,56,69.51773049645391,71.83333333333333
1,2,35,6,7,5,1,0,1,0,72,74,66.5807150595883,71.39869989165764
1,20,35,5,3,9,0,49,30,40,71,63,59.0,69.2
1,39,35,6,2,5,0,1,1,0,71,73,68.84482758620689,73.03448275862068
1,3,35,3,6,1,1,10,5,5,71,64,67.53865979381443,71.60309278350516
1,38,35,6,3,6,0,23,6,3,71,78,70.26510067114094,73.19127516778524
0,43,35,1,10,16,1,3,2,0,71,74,63.71052631578947,68.73684210526316
1,3,14,3,15,16,0,30,8,13,71,72,67.53865979381443,71.60309278350516
1,45,14,6,6,3,0,4,1,1,71,76,67.4431554524362,71.97679814385151
2,3,26,2,20,25,1,5,2,2,71,59,67.53865979381443,71.60309278350516
0,43,14,1,22,30,0,45,20,4,71,76,63.71052631578947,68.73684210526316
6,38,35,3,7,6,0,17,14,12,71,66,70.26510067114094,73.19127516778524
4,21,35,5,17,27,0,32,5,2,71,80,69.22543352601156,73.82658959537572
1,16,35,6,18,26,0,61,15,25,71,73,73.25925925925925,76.14814814814815
1,18,13,3,27,36,1,386,148,319,71,58,64.6923076923077,70.6923076923077
2,20,17,1,46,38,1,202,93,113,71,62,59.0,69.2
1,45,35,6,3,6,0,6,1,0,71,75,67.4431554524362,71.97679814385151
2,16,14,2,10,21,0,16,1,1,71,71,73.25925925925925,76.14814814814815
1,41,35,3,10,19,0,20,25,17,71,69,67.64285714285714,70.10714285714286
1,3,35,3,4,6,0,75,62,243,70,33,67.53865979381443,71.60309278350516
1,21,14,6,2,14,0,12,8,10,70,65,69.22543352601156,73.82658959537572
2,39,35,3,4,4,1,8,14,12,70,64,68.84482758620689,73.03448275862068
0,43,35,2,7,4,1,12,1,1,70,74,63.71052631578947,68.73684210526316
4,21,35,5,14,24,0,10,2,0,70,75,69.22543352601156,73.82658959537572
1,2,35,3,21,21,2,28,20,22,70,56,66.5807150595883,71.39869989165764
1,48,35,1,3,8,0,17,3,15,70,62,60.875,70.5
2,28,35,1,8,15,0,2,3,5,70,56,69.51773049645391,71.83333333333333
0,44,35,6,6,12,0,0,1,0,70,71,59.140969162995596,72.21585903083701
6,2,35,2,8,9,0,3,0,0,70,74,66.5807150595883,71.39869989165764
5,5,35,1,7,7,1,2,0,0,70,76,67.22970297029703,71.65544554455445
1,16,14,3,19,16,2,142,96,104,70,59,73.25925925925925,76.14814814814815
1,5,14,6,7,9,0,3,0,0,70,76,67.22970297029703,71.65544554455445
6,21,6,5,8,15,0,16,24,13,70,62,69.22543352601156,73.82658959537572
1,45,35,6,6,8,0,0,3,0,70,65,67.4431554524362,71.97679814385151
2,2,26,5,15,8,2,18,9,16,70,58,66.5807150595883,71.39869989165764
6,45,35,2,5,7,0,3,4,5,70,62,67.4431554524362,71.97679814385151
2,2,35,3,8,12,0,17,9,5,70,73,66.5807150595883,71.39869989165764
1,51,14,5,31,41,2,187,141,487,70,40,40.0,70.0
2,3,26,3,19,17,4,194,150,206,70,50,67.53865979381443,71.60309278350516
6,2,35,3,3,5,0,4,0,2,70,58,66.5807150595883,71.39869989165764
0,28,35,1,6,16,1,8,3,2,70,74,69.51773049645391,71.83333333333333
2,21,6,5,22,34,1,24,33,24,70,61,69.22543352601156,73.82658959537572
1,39,35,6,4,9,0,2,2,1,69,61,68.84482758620689,73.03448275862068
6,3,35,3,4,4,0,4,4,0,69,71,67.53865979381443,71.60309278350516
6,16,14,3,9,11,1,26,25,24,69,59,73.25925925925925,76.14814814814815
1,3,35,5,7,19,0,7,4,5,69,74,67.53865979381443,71.60309278350516
6,22,35,2,5,14,1,4,1,0,69,69,63.666666666666664,67.38888888888889
4,3,35,1,19,27,2,4,5,1,69,70,67.53865979381443,71.60309278350516
4,38,14,5,6,10,0,11,3,2,69,77,70.26510067114094,73.19127516778524
2,29,35,2,8,23,0,5,9,1,69,68,66.78947368421052,72.84210526315789
1,3,35,6,4,6,0,9,0,2,69,73,67.53865979381443,71.60309278350516
2,2,6,5,12,18,0,7,5,3,69,71,66.5807150595883,71.39869989165764
1,14,35,1,4,6,0,11,2,4,69,63,65.53086419753086,70.22222222222223
1,2,35,6,5,6,0,2,0,2,69,65,66.5807150595883,71.39869989165764
1,29,14,2,17,25,2,20,14,5,69,76,66.78947368421052,72.84210526315789
1,38,14,6,10,11,1,15,11,10,69,68,70.26510067114094,73.19127516778524
6,3,14,2,6,12,0,5,5,3,69,67,67.53865979381443,71.60309278350516
0,28,35,1,5,11,0,3,2,2,69,77,69.51773049645391,71.83333333333333
4,10,35,2,5,10,1,0,0,0,69,66,63.5,78.5
1,5,35,6,4,7,0,3,2,1,69,64,67.22970297029703,71.65544554455445
1,2,14,6,9,10,1,6,1,0,68,71,66.5807150595883,71.39869989165764
4,21,35,1,20,20,1,3,3,1,68,58,69.22543352601156,73.82658959537572
5,38,35,1,8,5,1,0,0,0,68,62,70.26510067114094,73.19127516778524
1,2,35,6,1,6,0,0,0,0,68,61,66.5807150595883,71.39869989165764
1,3,14,2,3,4,0,1,1,2,68,68,67.53865979381443,71.60309278350516
1,2,14,6,3,5,1,2,0,0,68,69,66.5807150595883,71.39869989165764
2,2,35,5,6,20,1,2,6,2,68,64,66.5807150595883,71.39869989165764
1,38,35,3,12,26,0,26,12,12,68,71,70.26510067114094,73.19127516778524
1,45,35,6,3,13,1,13,4,21,68,63,67.4431554524362,71.97679814385151
1,45,35,6,5,12,0,3,3,4,68,66,67.4431554524362,71.97679814385151
1,38,14,2,10,16,1,0,2,0,68,75,70.26510067114094,73.19127516778524
1,23,35,6,8,11,2,12,6,5,68,71,70.64,71.84
6,6,35,1,3,4,0,1,2,1,68,79,75.0,69.33333333333333
1,45,35,6,4,4,0,0,0,0,68,76,67.4431554524362,71.97679814385151
1,28,35,6,6,9,2,3,1,0,68,60,69.51773049645391,71.83333333333333
1,23,14,3,8,9,1,75,40,77,68,62,70.64,71.84
1,5,14,6,9,23,1,35,6,2,68,85,67.22970297029703,71.65544554455445
1,28,35,5,9,9,1,4,3,0,68,74,69.51773049645391,71.83333333333333
4,2,35,3,6,8,0,4,1,4,68,79,66.5807150595883,71.39869989165764
1,5,35,6,4,16,1,0,0,1,68,60,67.22970297029703,71.65544554455445
2,35,35,5,3,5,1,1,0,0,68,49,67.04629629629629,73.27777777777777
1,2,14,6,5,9,0,0,0,0,68,68,66.5807150595883,71.39869989165764
2,4,14,3,13,32,0,58,51,37,68,65,74.72,82.12
1,45,14,6,5,12,0,4,1,4,68,74,67.4431554524362,71.97679814385151
0,35,35,1,2,9,1,1,0,3,68,40,67.04629629629629,73.27777777777777
4,38,26,5,7,20,1,17,8,1,67,76,70.26510067114094,73.19127516778524
4,45,35,3,3,9,1,9,1,1,67,77,67.4431554524362,71.97679814385151
4,2,26,3,4,8,2,19,9,1,67,78,66.5807150595883,71.39869989165764
4,2,26,2,4,4,0,1,0,0,67,66,66.5807150595883,71.39869989165764
1,43,35,6,7,16,0,10,4,10,67,69,63.71052631578947,68.73684210526316
4,3,35,3,4,14,1,2,0,0,67,75,67.53865979381443,71.60309278350516
1,14,35,1,6,8,1,15,4,4,67,78,65.53086419753086,70.22222222222223
2,41,17,3,13,28,0,24,19,9,67,69,67.64285714285714,70.10714285714286
4,2,35,1,1,8,0,0,0,0,67,63,66.5807150595883,71.39869989165764
6,2,35,5,4,12,1,3,1,7,67,56,66.5807150595883,71.39869989165764
1,44,35,6,3,7,1,1,1,0,67,65,59.140969162995596,72.21585903083701
2,16,14,3,18,27,3,67,65,42,67,62,73.25925925925925,76.14814814814815
2,2,35,5,14,37,1,16,14,3,67,66,66.5807150595883,71.39869989165764
4,44,35,6,8,16,1,2,1,0,67,74,59.140969162995596,72.21585903083701
1,2,35,6,5,5,0,0,0,0,67,70,66.5807150595883,71.39869989165764
1,5,35,6,3,7,1,6,1,0,66,77,67.22970297029703,71.65544554455445
1,45,35,6,2,4,1,13,7,9,66,71,67.4431554524362,71.97679814385151
1,29,14,5,10,27,3,26,13,1,66,75,66.78947368421052,72.84210526315789
2,2,35,1,3,3,1,3,0,2,66,59,66.5807150595883,71.39869989165764
1,14,35,2,3,4,1,6,0,0,66,82,65.53086419753086,70.22222222222223
0,2,35,1,1,9,0,2,2,1,66,73,66.5807150595883,71.39869989165764
0,14,35,1,2,5,1,0,0,0,66,80,65.53086419753086,70.22222222222223
4,28,35,2,2,6,0,1,0,0,66,60,69.51773049645391,71.83333333333333
4,2,35,5,2,4,1,8,1,5,66,75,66.5807150595883,71.39869989165764
1,2,35,5,2,5,0,0,2,0,66,74,66.5807150595883,71.39869989165764
2,2,35,2,7,12,0,4,2,2,66,61,66.5807150595883,71.39869989165764
2,48,26,1,1,9,1,24,2,6,66,64,60.875,70.5
2,14,35,1,3,11,0,2,0,0,66,62,65.53086419753086,70.22222222222223
1,39,14,6,4,8,2,11,4,4,66,76,68.84482758620689,73.03448275862068
1,3,14,3,3,10,1,14,11,8,66,57,67.53865979381443,71.60309278350516
1,21,35,6,9,7,2,11,6,4,66,69,69.22543352601156,73.82658959537572
6,2,35,2,4,10,0,6,7,2,66,67,66.5807150595883,71.39869989165764
5,2,35,5,2,9,0,1,1,0,66,79,66.5807150595883,71.39869989165764
1,28,14,5,3,7,1,0,1,1,66,53,69.51773049645391,71.83333333333333
4,2,35,5,2,11,0,3,2,3,66,70,66.5807150595883,71.39869989165764
1,39,35,6,3,8,1,13,2,3,66,70,68.84482758620689,73.03448275862068
1,21,35,6,2,5,0,2,0,0,66,75,69.22543352601156,73.82658959537572
0,44,35,6,7,21,1,5,2,0,65,74,59.140969162995596,72.21585903083701
1,22,32,5,8,19,3,24,12,23,65,61,63.666666666666664,67.38888888888889
1,21,35,6,3,10,1,0,2,1,65,60,69.22543352601156,73.82658959537572
1,53,35,6,0,0,0,0,0,0,65,75,59.2,69.6
6,2,35,3,2,10,0,0,4,1,65,41,66.5807150595883,71.39869989165764
6,35,35,5,1,9,0,0,2,0,65,49,67.04629629629629,73.27777777777777
6,2,35,3,3,6,0,1,1,0,65,72,66.5807150595883,71.39869989165764
1,21,35,6,5,9,1,0,1,0,65,58,69.22543352601156,73.82658959537572
4,2,35,1,2,5,1,2,2,0,65,67,66.5807150595883,71.39869989165764
1,38,14,3,17,26,6,79,24,56,65,57,70.26510067114094,73.19127516778524
0,2,35,1,4,4,2,1,0,0,65,80,66.5807150595883,71.39869989165764
2,3,6,3,0,8,0,0,2,1,65,63,67.53865979381443,71.60309278350516
1,41,15,6,1,6,0,25,2,2,65,77,67.64285714285714,70.10714285714286
0,2,35,1,16,51,4,19,19,7,64,62,66.5807150595883,71.39869989165764
1,2,35,6,1,6,0,3,4,1,64,74,66.5807150595883,71.39869989165764
1,43,35,1,6,9,3,10,5,5,64,74,63.71052631578947,68.73684210526316
6,48,35,1,3,12,0,10,4,14,64,53,60.875,70.5
2,2,32,5,1,15,0,25,11,2,64,66,66.5807150595883,71.39869989165764
2,28,35,2,2,7,1,3,2,1,64,46,69.51773049645391,71.83333333333333
4,41,6,3,7,21,3,121,20,6,64,77,67.64285714285714,70.10714285714286
2,2,35,5,3,10,3,2,3,0,64,62,66.5807150595883,71.39869989165764
4,3,35,3,1,14,2,5,4,1,64,73,67.53865979381443,71.60309278350516
1,28,14,5,1,9,0,10,0,0,64,71,69.51773049645391,71.83333333333333
1,2,35,6,2,8,0,3,2,0,64,68,66.5807150595883,71.39869989165764
4,2,35,1,3,6,1,2,0,0,64,63,66.5807150595883,71.39869989165764
0,28,35,1,3,7,2,0,1,0,64,64,69.51773049645391,71.83333333333333
1,3,35,5,0,7,0,20,10,3,64,74,67.53865979381443,71.60309278350516
1,5,35,6,14,24,7,14,6,11,64,64,67.22970297029703,71.65544554455445
6,20,35,5,4,12,2,17,11,15,64,57,59.0,69.2
5,2,35,2,1,7,0,1,1,0,63,71,66.5807150595883,71.39869989165764
6,41,35,3,1,11,0,9,11,3,63,66,67.64285714285714,70.10714285714286
2,39,35,5,9,29,3,10,11,73,63,31,68.84482758620689,73.03448275862068
4,28,35,1,3,14,3,0,0,1,63,67,69.51773049645391,71.83333333333333
4,14,35,1,5,15,1,3,2,0,63,68,65.53086419753086,70.22222222222223
1,2,35,6,2,4,1,3,2,2,63,52,66.5807150595883,71.39869989165764
1,41,35,6,4,17,4,10,11,3,63,65,67.64285714285714,70.10714285714286
4,43,35,1,3,12,1,1,1,0,63,75,63.71052631578947,68.73684210526316
1,5,35,6,3,5,1,5,2,0,63,74,67.22970297029703,71.65544554455445
0,38,35,5,5,21,3,3,3,0,63,74,70.26510067114094,73.19127516778524
1,5,14,3,11,23,5,114,48,67,62,66,67.22970297029703,71.65544554455445
1,5,35,6,2,5,1,4,1,0,62,66,67.22970297029703,71.65544554455445
5,2,35,2,2,12,1,0,0,0,62,73,66.5807150595883,71.39869989165764
5,29,26,3,5,8,2,23,6,7,62,65,66.78947368421052,72.84210526315789
1,38,14,6,6,8,2,10,2,1,62,77,70.26510067114094,73.19127516778524
1,18,35,6,7,5,4,3,2,2,62,56,64.6923076923077,70.6923076923077
1,2,35,6,4,8,3,1,0,1,62,63,66.5807150595883,71.39869989165764
2,45,35,2,3,12,1,3,5,2,62,59,67.4431554524362,71.97679814385151
4,38,35,3,5,18,1,8,7,6,62,72,70.26510067114094,73.19127516778524
2,2,29,5,9,31,4,13,17,28,62,52,66.5807150595883,71.39869989165764
0,38,35,3,2,8,1,9,4,1,62,76,70.26510067114094,73.19127516778524
5,28,35,1,0,8,0,2,1,0,61,69,69.51773049645391,71.83333333333333
6,2,35,1,0,7,1,4,1,0,61,72,66.5807150595883,71.39869989165764
1,21,35,6,1,18,2,16,4,10,61,71,69.22543352601156,73.82658959537572
5,14,35,1,1,6,1,0,0,0,61,67,65.53086419753086,70.22222222222223
2,20,32,5,10,44,6,65,32,55,61,53,59.0,69.2
1,3,35,3,3,22,2,55,40,23,61,67,67.53865979381443,71.60309278350516
1,2,14,6,1,9,1,0,0,0,61,62,66.5807150595883,71.39869989165764
1,14,35,1,4,14,2,3,5,5,61,48,65.53086419753086,70.22222222222223
2,35,35,5,2,13,0,0,0,1,61,45,67.04629629629629,73.27777777777777
4,2,35,3,2,11,3,4,1,0,61,72,66.5807150595883,71.39869989165764
6,21,35,2,9,36,8,12,7,10,60,50,69.22543352601156,73.82658959537572
1,45,35,5,5,15,5,12,7,56,60,32,67.4431554524362,71.97679814385151
1,3,35,5,0,6,1,1,4,1,60,57,67.53865979381443,71.60309278350516
